FDID,Value
3183528,Not Encrypted (Deduped)
3183529,Not Encrypted (Deduped)
3183530,Not Encrypted (Deduped)
3183531,Not Encrypted (Deduped)
3183532,Encrypted (Known)
3183533,Encrypted (Known)
3183534,Encrypted (Known)
3183535,Not Encrypted (Deduped)
3183536,Encrypted (Known)
3183537,Encrypted (Known)
3183538,Encrypted (Known)
3183539,Encrypted (Known)
3183540,Not Encrypted (Deduped)
3183541,Encrypted (Known)
3183542,Encrypted (Known)
3183543,Not Encrypted (Deduped)
3183544,Not Encrypted (Deduped)
3183545,Not Encrypted (Deduped)
3183546,Not Encrypted (Deduped)
3183547,Encrypted (Known)
3183548,Not Encrypted (Deduped)
3183549,Not Encrypted (Deduped)
3183550,Encrypted (Known)
3183551,Not Encrypted (Deduped)
3183552,Encrypted (Known)
3183553,Not Encrypted (Deduped)
3183554,Not Encrypted (Deduped)
3183555,Encrypted (Known)
3183556,Not Encrypted (Deduped)
3183557,Encrypted (Known)
3183558,Encrypted (Known)
3183559,Encrypted (Known)
3183560,Encrypted (Known)
3183561,Not Encrypted (Deduped)
3183562,Encrypted (Known)
3183563,Encrypted (Known)
3183564,Encrypted (Known)
3183565,Encrypted (Known)
3183566,Not Encrypted (Deduped)
3183567,Encrypted (Known)
3183568,Not Encrypted (Deduped)
3183569,Not Encrypted (Deduped)
3183570,Encrypted (Known)
3183571,Not Encrypted (Deduped)
3183572,Encrypted (Known)
3183573,Not Encrypted (Deduped)
3183574,Not Encrypted (Deduped)
3183575,Encrypted (Known)
3183576,Not Encrypted (Deduped)
3183577,Encrypted (Known)
3183578,Not Encrypted (Deduped)
3183579,Not Encrypted (Deduped)
3183580,Not Encrypted (Deduped)
3183581,Not Encrypted (Deduped)
3183582,Encrypted (Known)
3183583,Encrypted (Known)
3183584,Encrypted (Known)
3183585,Not Encrypted (Deduped)
3183586,Encrypted (Known)
3183587,Encrypted (Known)
3183588,Encrypted (Known)
3183589,Encrypted (Known)
3183590,Not Encrypted (Deduped)
3183591,Encrypted (Known)
3183592,Encrypted (Known)
3183593,Not Encrypted (Deduped)
3183594,Not Encrypted (Deduped)
3183595,Not Encrypted (Deduped)
3183596,Not Encrypted (Deduped)
3183597,Encrypted (Known)
3183598,Not Encrypted (Deduped)
3183599,Not Encrypted (Deduped)
3183600,Encrypted (Known)
3183601,Not Encrypted (Deduped)
3183602,Encrypted (Known)
3183603,Not Encrypted (Deduped)
3183604,Not Encrypted (Deduped)
3183605,Encrypted (Known)
3183606,Not Encrypted (Deduped)
3183607,Encrypted (Known)
3183608,Encrypted (Known)
3183609,Encrypted (Known)
3183610,Encrypted (Known)
3183611,Not Encrypted (Deduped)
3183612,Encrypted (Known)
3183613,Encrypted (Known)
3183614,Encrypted (Known)
3183615,Encrypted (Known)
3183616,Not Encrypted (Deduped)
3183617,Encrypted (Known)
3183618,Not Encrypted (Deduped)
3183619,Not Encrypted (Deduped)
3183620,Encrypted (Known)
3183621,Not Encrypted (Deduped)
3183622,Encrypted (Known)
3183623,Not Encrypted (Deduped)
3183624,Not Encrypted (Deduped)
3183625,Encrypted (Known)
3183626,Not Encrypted (Deduped)
3183627,Encrypted (Known)
3183628,Not Encrypted (Deduped)
3183629,Not Encrypted (Deduped)
3183630,Not Encrypted (Deduped)
3183631,Not Encrypted (Deduped)
3183632,Encrypted (Known)
3183633,Not Encrypted (Deduped)
3183634,Not Encrypted (Deduped)
3183635,Not Encrypted (Deduped)
3183636,Encrypted (Known)
3183637,Encrypted (Known)
3183638,Not Encrypted (Deduped)
3183639,Not Encrypted (Deduped)
3183640,Not Encrypted (Deduped)
3183641,Encrypted (Known)
3183642,Encrypted (Known)
3183643,Not Encrypted (Deduped)
3183644,Not Encrypted (Deduped)
3183645,Not Encrypted (Deduped)
3183646,Not Encrypted (Deduped)
3183647,Encrypted (Known)
3183648,Not Encrypted (Deduped)
3183649,Not Encrypted (Deduped)
3183650,Encrypted (Known)
3183651,Not Encrypted (Deduped)
3183652,Encrypted (Known)
3183653,Not Encrypted (Deduped)
3183654,Not Encrypted (Deduped)
3183655,Encrypted (Known)
3183656,Not Encrypted (Deduped)
3183657,Encrypted (Known)
3183658,Encrypted (Known)
3183659,Encrypted (Known)
3183660,Encrypted (Known)
3183661,Not Encrypted (Deduped)
3183662,Encrypted (Known)
3183663,Encrypted (Known)
3183664,Encrypted (Known)
3183665,Encrypted (Known)
3183666,Not Encrypted (Deduped)
3183667,Encrypted (Known)
3183668,Not Encrypted (Deduped)
3183669,Not Encrypted (Deduped)
3183670,Encrypted (Known)
3183671,Not Encrypted (Deduped)
3183672,Encrypted (Known)
3183673,Not Encrypted (Deduped)
3183674,Not Encrypted (Deduped)
3183675,Encrypted (Known)
3183676,Not Encrypted (Deduped)
3183677,Encrypted (Known)
3183678,Not Encrypted (Deduped)
3183679,Not Encrypted (Deduped)
3183680,Encrypted (Known)
3183681,Not Encrypted (Deduped)
3183682,Encrypted (Known)
3183683,Not Encrypted (Deduped)
3183684,Not Encrypted (Deduped)
3183685,Encrypted (Known)
3183686,Not Encrypted (Deduped)
3183687,Encrypted (Known)
3183688,Not Encrypted (Deduped)
3183689,Not Encrypted (Deduped)
3183690,Encrypted (Known)
3183691,Not Encrypted (Deduped)
3183692,Encrypted (Known)
3183693,Not Encrypted (Deduped)
3183694,Not Encrypted (Deduped)
3183695,Encrypted (Known)
3183696,Not Encrypted (Deduped)
3183697,Encrypted (Known)
3183698,Not Encrypted (Deduped)
3183699,Not Encrypted (Deduped)
3183700,Encrypted (Known)
3183701,Not Encrypted (Deduped)
3183702,Encrypted (Known)
3183703,Not Encrypted (Deduped)
3183704,Not Encrypted (Deduped)
3183705,Encrypted (Known)
3183706,Not Encrypted (Deduped)
3183707,Encrypted (Known)
3183708,Not Encrypted (Deduped)
3183709,Not Encrypted (Deduped)
3183710,Encrypted (Known)
3183711,Not Encrypted (Deduped)
3183712,Encrypted (Known)
3183713,Not Encrypted (Deduped)
3183714,Not Encrypted (Deduped)
3183715,Encrypted (Known)
3183716,Not Encrypted (Deduped)
3183717,Encrypted (Known)
3183718,Not Encrypted (Deduped)
3183719,Not Encrypted (Deduped)
3183720,Encrypted (Known)
3183721,Not Encrypted (Deduped)
3183722,Encrypted (Known)
3183723,Not Encrypted (Deduped)
3183724,Not Encrypted (Deduped)
3183725,Encrypted (Known)
3183726,Not Encrypted (Deduped)
3183727,Encrypted (Known)
3183728,Not Encrypted (Deduped)
3183729,Not Encrypted (Deduped)
3183730,Encrypted (Known)
3183731,Not Encrypted (Deduped)
3183732,Encrypted (Known)
3183733,Not Encrypted (Deduped)
3183734,Not Encrypted (Deduped)
3183735,Encrypted (Known)
3183736,Not Encrypted (Deduped)
3183737,Not Encrypted (Deduped)
3183738,Not Encrypted (Deduped)
3183739,Not Encrypted (Deduped)
3183740,Not Encrypted (Deduped)
3183741,Encrypted (Known)
3184632,Encrypted (Unknown)
3184633,Encrypted (Unknown)
3184635,Encrypted (Unknown)
3184637,Encrypted (Unknown)
3184640,Encrypted (Unknown)
3184641,Encrypted (Unknown)
3184642,Encrypted (Unknown)
3184643,Encrypted (Unknown)
3184645,Encrypted (Unknown)
3184646,Encrypted (Unknown)
3184648,Encrypted (Unknown)
3184650,Encrypted (Unknown)
3184652,Encrypted (Unknown)
3184653,Encrypted (Unknown)
3184654,Encrypted (Unknown)
3184655,Encrypted (Unknown)
3184656,Encrypted (Unknown)
3184657,Encrypted (Unknown)
3184658,Encrypted (Unknown)
3184659,Encrypted (Unknown)
3184660,Encrypted (Unknown)
3184661,Encrypted (Unknown)
3184662,Encrypted (Unknown)
3184663,Encrypted (Unknown)
3184664,Encrypted (Unknown)
3184665,Encrypted (Unknown)
3184666,Encrypted (Unknown)
3184668,Encrypted (Unknown)
3184673,Encrypted (Unknown)
3184674,Encrypted (Unknown)
3184675,Encrypted (Unknown)
3184676,Encrypted (Unknown)
3198090,Encrypted (Known)
3198091,Encrypted (Known)
3198092,Encrypted (Known)
3198094,Encrypted (Known)
3198098,Encrypted (Known)
3198100,Encrypted (Known)
3256430,Encrypted (Known)
3256431,Encrypted (Known)
3380485,Encrypted (Known)
3380486,Encrypted (Known)
3380487,Encrypted (Known)
3380488,Encrypted (Known)
3380489,Encrypted (Known)
3380490,Encrypted (Known)
3380491,Encrypted (Known)
3380492,Encrypted (Known)
3380493,Encrypted (Known)
3380494,Encrypted (Known)
3380495,Encrypted (Known)
3380496,Encrypted (Known)
3380497,Encrypted (Known)
3380498,Encrypted (Known)
3380499,Encrypted (Known)
3380500,Encrypted (Known)
3380501,Encrypted (Known)
3380502,Encrypted (Known)
3380503,Encrypted (Known)
3380504,Encrypted (Known)
3380505,Encrypted (Known)
3380506,Encrypted (Known)
3380507,Encrypted (Known)
3380508,Encrypted (Known)
3380509,Encrypted (Known)
3380510,Encrypted (Known)
3380511,Encrypted (Known)
3380512,Encrypted (Known)
3380707,Encrypted (Known)
3380708,Encrypted (Known)
3380709,Encrypted (Known)
3380710,Encrypted (Known)
3380711,Encrypted (Known)
3380712,Encrypted (Known)
3380713,Encrypted (Known)
3380714,Encrypted (Known)
3380715,Encrypted (Known)
3380716,Encrypted (Known)
3380717,Encrypted (Known)
3380718,Encrypted (Known)
3380719,Encrypted (Known)
3380720,Encrypted (Known)
3380721,Encrypted (Known)
3380722,Encrypted (Known)
3380723,Encrypted (Known)
3380724,Encrypted (Known)
3380725,Encrypted (Known)
3380726,Encrypted (Known)
3380727,Encrypted (Known)
3380728,Encrypted (Known)
3380729,Encrypted (Known)
3380730,Encrypted (Known)
3380731,Encrypted (Known)
3380732,Encrypted (Known)
3380733,Encrypted (Known)
3380734,Encrypted (Known)
3380947,Encrypted (Known)
3380948,Encrypted (Known)
3380949,Encrypted (Known)
3380950,Encrypted (Known)
3380951,Encrypted (Unknown)
3380952,Encrypted (Unknown)
3380953,Encrypted (Unknown)
3380954,Encrypted (Unknown)
3380955,Encrypted (Unknown)
3380956,Encrypted (Unknown)
3380957,Encrypted (Known)
3380958,Encrypted (Known)
3380959,Encrypted (Known)
3380960,Encrypted (Known)
3380961,Encrypted (Unknown)
3380962,Encrypted (Unknown)
3380963,Encrypted (Known)
3380964,Encrypted (Known)
3380965,Encrypted (Known)
3380966,Encrypted (Known)
3380967,Encrypted (Known)
3380968,Encrypted (Known)
3380969,Encrypted (Known)
3380970,Encrypted (Known)
3380971,Encrypted (Unknown)
3380972,Encrypted (Unknown)
3380973,Encrypted (Known)
3380974,Encrypted (Known)
3384247,Mixed
3384313,Mixed
3386491,Encrypted (Unknown)
3386493,Encrypted (Unknown)
3386504,Encrypted (Unknown)
3386505,Encrypted (Unknown)
3386506,Encrypted (Unknown)
3388299,Encrypted (Known)
3388300,Encrypted (Known)
3388301,Encrypted (Known)
3388302,Encrypted (Known)
3388303,Encrypted (Known)
3388304,Encrypted (Known)
3388305,Encrypted (Known)
3388306,Encrypted (Known)
3388307,Encrypted (Known)
3388308,Encrypted (Known)
3388309,Encrypted (Known)
3388310,Encrypted (Known)
3388311,Encrypted (Known)
3388312,Encrypted (Known)
3388313,Encrypted (Known)
3388314,Encrypted (Known)
3388317,Encrypted (Known)
3388318,Encrypted (Known)
3388321,Encrypted (Known)
3388322,Encrypted (Known)
3388325,Encrypted (Known)
3388326,Encrypted (Known)
3388383,Encrypted (Known)
3388384,Encrypted (Known)
3388385,Encrypted (Known)
3388386,Encrypted (Known)
3388387,Encrypted (Known)
3388388,Encrypted (Known)
3388389,Encrypted (Known)
3388390,Encrypted (Known)
3388391,Encrypted (Known)
3388392,Encrypted (Known)
3388393,Encrypted (Known)
3388394,Encrypted (Known)
3388395,Encrypted (Known)
3388396,Encrypted (Known)
3388397,Encrypted (Known)
3388398,Encrypted (Known)
3388399,Encrypted (Known)
3388400,Encrypted (Known)
3388401,Encrypted (Known)
3388402,Encrypted (Known)
3388403,Encrypted (Known)
3388404,Encrypted (Known)
3388405,Encrypted (Known)
3388406,Encrypted (Known)
3388407,Encrypted (Known)
3388408,Encrypted (Known)
3388409,Encrypted (Known)
3388410,Encrypted (Known)
3389237,Encrypted (Known)
3389238,Encrypted (Known)
3389239,Encrypted (Known)
3389240,Encrypted (Known)
3389243,Encrypted (Known)
3389244,Encrypted (Known)
3389245,Encrypted (Known)
3389246,Encrypted (Known)
3389247,Encrypted (Known)
3389248,Encrypted (Known)
3389249,Encrypted (Known)
3389250,Encrypted (Known)
3389251,Encrypted (Known)
3389252,Encrypted (Known)
3389253,Encrypted (Known)
3389254,Encrypted (Known)
3389255,Encrypted (Known)
3389256,Encrypted (Known)
3389257,Encrypted (Known)
3389258,Encrypted (Known)
3389259,Encrypted (Known)
3389260,Encrypted (Known)
3389261,Encrypted (Known)
3389262,Encrypted (Known)
3389263,Encrypted (Known)
3389264,Encrypted (Known)
3405432,Encrypted (Known)
3405433,Encrypted (Known)
3405439,Mixed
3405440,Mixed
3405590,Encrypted (Known)
3405591,Encrypted (Known)
3405592,Encrypted (Known)
3405593,Encrypted (Known)
3405594,Encrypted (Known)
3405595,Encrypted (Known)
3405596,Encrypted (Known)
3405597,Encrypted (Known)
3405598,Encrypted (Known)
3405599,Encrypted (Known)
3405600,Encrypted (Known)
3405601,Encrypted (Known)
3405602,Encrypted (Known)
3405603,Encrypted (Known)
3405604,Encrypted (Known)
3405605,Encrypted (Known)
3405606,Encrypted (Known)
3405607,Encrypted (Known)
3405608,Encrypted (Known)
3405609,Encrypted (Known)
3405610,Encrypted (Known)
3405611,Encrypted (Known)
3405612,Encrypted (Known)
3405613,Encrypted (Known)
3405614,Encrypted (Known)
3405615,Encrypted (Known)
3405616,Encrypted (Known)
3405617,Encrypted (Known)
3428788,Encrypted (Known)
3428789,Encrypted (Known)
3428790,Encrypted (Known)
3428791,Encrypted (Known)
3428792,Encrypted (Unknown)
3428793,Encrypted (Unknown)
3428796,Encrypted (Known)
3428797,Encrypted (Known)
3428798,Encrypted (Known)
3428799,Encrypted (Known)
3428800,Encrypted (Known)
3428801,Encrypted (Known)
3428802,Encrypted (Unknown)
3428803,Encrypted (Unknown)
3428804,Encrypted (Unknown)
3428805,Encrypted (Unknown)
3428806,Encrypted (Unknown)
3428807,Encrypted (Unknown)
3428808,Encrypted (Unknown)
3428809,Encrypted (Unknown)
3428810,Encrypted (Unknown)
3428811,Encrypted (Unknown)
3428812,Encrypted (Unknown)
3428813,Encrypted (Unknown)
3428814,Encrypted (Unknown)
3428815,Encrypted (Unknown)
3429150,Encrypted (Unknown)
3429151,Encrypted (Unknown)
3429152,Encrypted (Unknown)
3429153,Encrypted (Unknown)
3429154,Encrypted (Unknown)
3429155,Encrypted (Unknown)
3429156,Encrypted (Unknown)
3429157,Encrypted (Unknown)
3429158,Encrypted (Unknown)
3429159,Encrypted (Unknown)
3429160,Encrypted (Unknown)
3429161,Encrypted (Unknown)
3429162,Encrypted (Unknown)
3429163,Encrypted (Unknown)
3429164,Encrypted (Unknown)
3429165,Encrypted (Unknown)
3429166,Encrypted (Unknown)
3429167,Encrypted (Unknown)
3429168,Encrypted (Unknown)
3429169,Encrypted (Unknown)
3429170,Encrypted (Unknown)
3429171,Encrypted (Unknown)
3429172,Encrypted (Unknown)
3429173,Encrypted (Unknown)
3429174,Encrypted (Unknown)
3429175,Encrypted (Unknown)
3429176,Encrypted (Unknown)
3429177,Encrypted (Unknown)
3429280,Encrypted (Unknown)
3429281,Encrypted (Unknown)
3429282,Encrypted (Unknown)
3429283,Encrypted (Unknown)
3429284,Encrypted (Unknown)
3429285,Encrypted (Unknown)
3429286,Encrypted (Unknown)
3429287,Encrypted (Unknown)
3429288,Encrypted (Unknown)
3429289,Encrypted (Unknown)
3429290,Encrypted (Unknown)
3429291,Encrypted (Unknown)
3429292,Encrypted (Unknown)
3429293,Encrypted (Unknown)
3429294,Encrypted (Unknown)
3429295,Encrypted (Unknown)
3429296,Encrypted (Unknown)
3429297,Encrypted (Unknown)
3429298,Encrypted (Unknown)
3429299,Encrypted (Unknown)
3429300,Encrypted (Unknown)
3429301,Encrypted (Unknown)
3429302,Encrypted (Unknown)
3429303,Encrypted (Unknown)
3429304,Encrypted (Unknown)
3429305,Encrypted (Unknown)
3429306,Encrypted (Unknown)
3429307,Encrypted (Unknown)
3429595,Encrypted (Known)
3429596,Encrypted (Known)
3429597,Encrypted (Known)
3429598,Encrypted (Known)
3429599,Encrypted (Unknown)
3429600,Encrypted (Unknown)
3429601,Encrypted (Known)
3429602,Encrypted (Known)
3429603,Encrypted (Known)
3429604,Encrypted (Known)
3429605,Encrypted (Known)
3429606,Encrypted (Known)
3429607,Encrypted (Known)
3429608,Encrypted (Known)
3429609,Encrypted (Known)
3429610,Encrypted (Known)
3429611,Encrypted (Known)
3429612,Encrypted (Known)
3429613,Encrypted (Known)
3429614,Encrypted (Known)
3429615,Encrypted (Known)
3429616,Encrypted (Known)
3429617,Encrypted (Known)
3429618,Encrypted (Known)
3429619,Encrypted (Known)
3429620,Encrypted (Known)
3429621,Encrypted (Known)
3429622,Encrypted (Known)
3430110,Encrypted (Known)
3430111,Encrypted (Known)
3430112,Encrypted (Known)
3430113,Encrypted (Known)
3430114,Encrypted (Known)
3430115,Encrypted (Known)
3430117,Encrypted (Known)
3430118,Encrypted (Known)
3430119,Encrypted (Known)
3430120,Encrypted (Known)
3430121,Encrypted (Known)
3430122,Encrypted (Known)
3430123,Encrypted (Known)
3430124,Encrypted (Known)
3430125,Encrypted (Known)
3430126,Encrypted (Known)
3430128,Encrypted (Known)
3430129,Encrypted (Known)
3430130,Encrypted (Known)
3430131,Encrypted (Known)
3430132,Encrypted (Known)
3430133,Encrypted (Known)
3430134,Encrypted (Known)
3430135,Encrypted (Known)
3430136,Encrypted (Known)
3430138,Encrypted (Known)
3430139,Encrypted (Known)
3430140,Encrypted (Known)
3430492,Encrypted (Unknown)
3430493,Encrypted (Unknown)
3430494,Encrypted (Unknown)
3430495,Encrypted (Unknown)
3430496,Encrypted (Unknown)
3430497,Encrypted (Unknown)
3430498,Encrypted (Unknown)
3430499,Encrypted (Unknown)
3430500,Encrypted (Unknown)
3430501,Encrypted (Unknown)
3430502,Encrypted (Unknown)
3430503,Encrypted (Unknown)
3430504,Encrypted (Unknown)
3430505,Encrypted (Unknown)
3430506,Encrypted (Unknown)
3430507,Encrypted (Unknown)
3430508,Encrypted (Unknown)
3430509,Encrypted (Unknown)
3430510,Encrypted (Unknown)
3430511,Encrypted (Unknown)
3430512,Encrypted (Unknown)
3430513,Encrypted (Unknown)
3430514,Encrypted (Unknown)
3430515,Encrypted (Unknown)
3430516,Encrypted (Unknown)
3430517,Encrypted (Unknown)
3430834,Encrypted (Known)
3430835,Encrypted (Known)
3430836,Encrypted (Known)
3430837,Encrypted (Known)
3430838,Encrypted (Known)
3430839,Encrypted (Known)
3430840,Encrypted (Known)
3430841,Encrypted (Known)
3430842,Encrypted (Known)
3430843,Encrypted (Known)
3430844,Encrypted (Known)
3430845,Encrypted (Known)
3430846,Encrypted (Known)
3430847,Encrypted (Known)
3430848,Encrypted (Known)
3430849,Encrypted (Known)
3430850,Encrypted (Known)
3430851,Encrypted (Known)
3430852,Encrypted (Known)
3430853,Encrypted (Known)
3430854,Encrypted (Known)
3430855,Encrypted (Known)
3430856,Encrypted (Known)
3430857,Encrypted (Known)
3430858,Encrypted (Known)
3430859,Encrypted (Known)
3430860,Encrypted (Known)
3430861,Encrypted (Known)
3431270,Encrypted (Known)
3431271,Encrypted (Known)
3431272,Encrypted (Known)
3431273,Encrypted (Known)
3431274,Encrypted (Known)
3431275,Encrypted (Known)
3431276,Encrypted (Known)
3431277,Encrypted (Known)
3431278,Encrypted (Known)
3431279,Encrypted (Known)
3431280,Encrypted (Known)
3431281,Encrypted (Known)
3431282,Encrypted (Known)
3431283,Encrypted (Known)
3431284,Encrypted (Known)
3431285,Encrypted (Known)
3431286,Encrypted (Known)
3431287,Encrypted (Known)
3431288,Encrypted (Known)
3431289,Encrypted (Known)
3431290,Encrypted (Known)
3431291,Encrypted (Known)
3431292,Encrypted (Known)
3431293,Encrypted (Known)
3431294,Encrypted (Known)
3431295,Encrypted (Known)
3431296,Encrypted (Known)
3431297,Encrypted (Known)
3431415,Encrypted (Known)
3431416,Encrypted (Known)
3431417,Encrypted (Known)
3431418,Encrypted (Known)
3431419,Encrypted (Known)
3431420,Encrypted (Known)
3431421,Encrypted (Known)
3431422,Encrypted (Known)
3431424,Encrypted (Known)
3431425,Encrypted (Known)
3431426,Encrypted (Known)
3431427,Encrypted (Known)
3431428,Encrypted (Known)
3431429,Encrypted (Known)
3431430,Encrypted (Known)
3431431,Encrypted (Known)
3431432,Encrypted (Known)
3431433,Encrypted (Known)
3431434,Encrypted (Known)
3431435,Encrypted (Known)
3431436,Encrypted (Known)
3431437,Encrypted (Known)
3431438,Encrypted (Known)
3431439,Encrypted (Known)
3431440,Encrypted (Known)
3431441,Encrypted (Known)
3431442,Encrypted (Known)
3431443,Encrypted (Known)
3434296,Encrypted (Known)
3434297,Encrypted (Known)
3434298,Encrypted (Known)
3434299,Encrypted (Known)
3434300,Encrypted (Known)
3434301,Encrypted (Known)
3434302,Encrypted (Known)
3434303,Encrypted (Known)
3434304,Encrypted (Known)
3434305,Encrypted (Known)
3434306,Encrypted (Known)
3434329,Encrypted (Known)
3434330,Encrypted (Known)
3434331,Encrypted (Known)
3434332,Encrypted (Known)
3434333,Encrypted (Known)
3434334,Encrypted (Known)
3434335,Encrypted (Known)
3434336,Encrypted (Known)
3434337,Encrypted (Known)
3434338,Encrypted (Known)
3434339,Encrypted (Known)
3434340,Encrypted (Known)
3434341,Encrypted (Known)
3434342,Encrypted (Known)
3434343,Encrypted (Known)
3434344,Encrypted (Known)
3434345,Encrypted (Known)
3434346,Encrypted (Known)
3434347,Encrypted (Known)
3434348,Encrypted (Known)
3434349,Encrypted (Known)
3434350,Encrypted (Known)
3434351,Encrypted (Known)
